a,ka,hgg,callret-3,callret-4
http://le-online.de/place/1000,http://le-online.de/place/alter-johannisfriedhof,http://le-online.de/place/alterjohannisfriedhof,"Adresse(Prager Straße ,04103,Leipzig)",Point(12.3953192 51.3321392)
http://le-online.de/place/1001,http://le-online.de/place/botanischer-garten-der-universitaet-leipzig,http://le-online.de/place/botanischergartenderuniversitaetleipzig,"Adresse(Linnéstr. 1,04103,Leipzig)",Point(12.39259 51.32999)
http://le-online.de/place/1002,http://le-online.de/place/duft--und-tastgarten-am-botanischen-garten,http://le-online.de/place/duftundtastgartenambotanischengarten,"Adresse(Friedenspark - Am Hospitaltor,04103,Leipzig)",Point(12.3891818 51.3302732)
http://le-online.de/place/1003,http://le-online.de/place/freizeitpark-loessnig,http://le-online.de/place/freizeitparkloessnig,"Adresse(Am Silbersee,04279,Leipzig)",Point( )
http://le-online.de/place/1004,http://le-online.de/place/stadtgarten-connewitz,http://le-online.de/place/stadtgartenconnewitz,"Adresse(Kohrener Str. / Burgstädter Str. - Eingang Kohrener Str.,04277,Leipzig)",Point(12.3850938 51.30352)
http://le-online.de/place/1006,http://le-online.de/place/volkspark-kleinzschocher,http://le-online.de/place/volksparkkleinzschocher,"Adresse(Küchenholzwiese,04249,Leipzig)",Point(12.2965373 51.2789889)
http://le-online.de/place/1007,http://le-online.de/place/wildpark-der-stadt-leipzig,http://le-online.de/place/wildparkderstadtleipzig,"Adresse(Koburger Straße 12a,04277,Leipzig)",Point(12.372148 51.2978292)
http://le-online.de/place/1008,http://le-online.de/place/zoologischer-garten-leipzig-(gmbh),http://le-online.de/place/zoologischergartenleipziggmbh,"Adresse(Pfaffendorfer Str. 29,04105,Leipzig)",Point(12.3689185 51.3516682)
http://le-online.de/place/1009,http://le-online.de/place/europa---haus-leipzig-e.v.,http://le-online.de/place/europahausleipzigev,"Adresse(Markt 10 / Handwerkerpassage,04109,Leipzig)",Point(12.3736659 51.3406761)
http://le-online.de/place/1010,http://le-online.de/place/institut-francais-de-leipzig,http://le-online.de/place/institutfrancaisdeleipzig,"Adresse(Thomaskirchhof 20 - 2. Etage,04109,Leipzig)",Point(12.3720464 51.3398754)
http://le-online.de/place/1011,http://le-online.de/place/polnisches-institut,http://le-online.de/place/polnischesinstitut,"Adresse(Markt 10,04109,Leipzig)",Point(12.3737552 51.3406878)
http://le-online.de/place/1012,http://le-online.de/place/generalkonsulat-der-usa,http://le-online.de/place/generalkonsulatderusa,"Adresse(Wilhelm-Seyfferth-Str. 4,04107,Leipzig)",Point(12.36772 51.33389)
http://le-online.de/place/1013,http://le-online.de/place/schwedisches-honorarkonsulat,http://le-online.de/place/schwedischeshonorarkonsulat,"Adresse(Messe - Allee 2,04356,Leipzig)",Point(12.3958258 51.3939529)
http://le-online.de/place/1014,http://le-online.de/place/bibliotheca-albertina---universitaetsbibliothek-leipzig,http://le-online.de/place/bibliothecaalbertinauniversitaetsbibliothekleipzig,"Adresse(Beethovenstr. 6,04107,Leipzig)",Point(12.36854 51.33241)
http://le-online.de/place/1015,http://le-online.de/place/cospuden---parkfoyer_infopoint,http://le-online.de/place/cospudenparkfoyerinfopoint,"Adresse(Brückenstr.,04249,Leipzig)",Point(12.3348431 51.2992738)
http://le-online.de/place/1016,http://le-online.de/place/kunsthalle-der-sparkasse-leipzig,http://le-online.de/place/kunsthalledersparkasseleipzig,"Adresse(Otto-Schill-Str. 4a,04109,Leipzig)",Point(12.36986 51.33842)
http://le-online.de/place/1017,http://le-online.de/place/durchblick-galerie,http://le-online.de/place/durchblickgalerie,"Adresse(Mainzer Str. 7,04109,Leipzig)",Point(12.355162 51.3366482)
http://le-online.de/place/1018,http://le-online.de/place/phyllodrom-e.v.,http://le-online.de/place/phyllodromev,"Adresse(Delitzscher Landstr. 38,04158,Leipzig)",Point(12.3770428 51.391676)
http://le-online.de/place/1019,http://le-online.de/place/plagwitz---konsumgenossenschaft-leipzig-eg,http://le-online.de/place/plagwitzkonsumgenossenschaftleipzigeg,"Adresse(Industriestr. 85 - 95,04229,Leipzig)",Point(12.3298173 51.3280202)
http://le-online.de/place/1020,http://le-online.de/place/rathaussaal---rathaus-wiederitzsch,http://le-online.de/place/rathaussaalrathauswiederitzsch,"Adresse(Delitzscher Landstr. 55,04158,Leipzig - Wiederitzsch)",Point(12.37363 51.39367)
http://le-online.de/place/1021,http://le-online.de/place/galerie-am-nikolaikirchhof-(verkaufsgalerie),http://le-online.de/place/galerieamnikolaikirchhofverkaufsgalerie,"Adresse(Ritterstr. 5,04109,Leipzig)",Point(12.3791334 51.3409045)
http://le-online.de/place/1022,http://le-online.de/place/galerie-fÜr-zeitgenÖssische-kunst-leipzig---altbau,http://le-online.de/place/galeriefrzeitgenssischekunstleipzigaltbau,"Adresse(Karl-Tauchnitz-Str. 11,04107,Leipzig)",Point(12.36529 51.33396)
http://le-online.de/place/1023,http://le-online.de/place/galerie-fÜr-zeitgenÖssische-kunst-leipzig---neubau,http://le-online.de/place/galeriefrzeitgenssischekunstleipzigneubau,"Adresse(Karl-Tauchnitz-Str. 11,04107,Leipzig)",Point(12.36529 51.33396)
http://le-online.de/place/1024,http://le-online.de/place/altes-rathaus,http://le-online.de/place/altesrathaus,"Adresse(Markt 1,04109,Leipzig)",Point(12.3753423 51.340382)
http://le-online.de/place/1025,http://le-online.de/place/antikenmuseum-der-universitaet-leipzig,http://le-online.de/place/antikenmuseumderuniversitaetleipzig,"Adresse(Nikolaikirchhof 2,04109,Leipzig)",Point(12.3783697 51.3407897)
http://le-online.de/place/1026,http://le-online.de/place/bach-museum-im-bach-archiv-leipzig,http://le-online.de/place/bachmuseumimbacharchivleipzig,"Adresse(Thomaskirchhof 15-16, EG und 1. Etage,04109,Leipzig)",Point(12.3724106 51.338881)
http://le-online.de/place/1027,http://le-online.de/place/clown---museum,http://le-online.de/place/clownmuseum,"Adresse(Reiskestr. 12,04317,Leipzig)",Point(12.40515 51.32853)
http://le-online.de/place/1028,http://le-online.de/place/da-capo---oldtimermuseum-und-eventhalle,http://le-online.de/place/dacapooldtimermuseumundeventhalle,"Adresse(Karl-Heine-Str. 105,04229,Leipzig)",Point(12.32587 51.32909)
http://le-online.de/place/1029,http://le-online.de/place/deutsches-fotomuseum-markkleeberg,http://le-online.de/place/deutschesfotomuseummarkkleeberg,"Adresse(Raschwitzer Str. 11b ,04416,Markkleeberg - West)",Point(12.377924 51.2859931)
http://le-online.de/place/1030,http://le-online.de/place/forum-1813,http://le-online.de/place/forum1813,"Adresse(Straße des 18. Oktober 100,04299,Leipzig)",Point(12.3943653 51.3222147)
http://le-online.de/place/1031,http://le-online.de/place/gedenkstaette-museum-in-der-runden-ecke,http://le-online.de/place/gedenkstaettemuseuminderrundenecke,"Adresse(Dittrichring 24,04109,Leipzig)",Point(12.3716104 51.3411245)
http://le-online.de/place/1032,http://le-online.de/place/mendelssohn-haus-mit-museum,http://le-online.de/place/mendelssohnhausmitmuseum,"Adresse(Goldschmidtstr. 12,04103,Leipzig)",Point(12.383284 51.336288)
http://le-online.de/place/1033,http://le-online.de/place/museum-der-bildenden-kuenste-leipzig,http://le-online.de/place/museumderbildendenkuensteleipzig,"Adresse(Katharinenstr. 10,04109,Leipzig)",Point(12.3757553 51.3423734)
http://le-online.de/place/1034,http://le-online.de/place/museum-fuer-angewandte-kunst-im-grassi,http://le-online.de/place/museumfuerangewandtekunstimgrassi,"Adresse(Johannisplatz 5-11,04103,Leipzig)",Point(12.3878496 51.3369175)
http://le-online.de/place/1035,http://le-online.de/place/museum-fuer-druckkunst-leipzig,http://le-online.de/place/museumfuerdruckkunstleipzig,"Adresse(Nonnenstr. 38,04229,Leipzig)",Point(12.343595 51.3291332)
http://le-online.de/place/1036,http://le-online.de/place/musikinstrumentenmuseum-der-universitaet-leipzig-im-grassi,http://le-online.de/place/musikinstrumentenmuseumderuniversitaetleipzigimgrassi,"Adresse(Johannisplatz 5-11,04103,Leipzig)",Point(12.3878496 51.3369175)
http://le-online.de/place/1037,http://le-online.de/place/naturkundemuseum-leipzig,http://le-online.de/place/naturkundemuseumleipzig,"Adresse(Lortzingstr. 3,04105,Leipzig)",Point(12.3702235 51.3456266)
http://le-online.de/place/1038,http://le-online.de/place/saechsisches-apothekenmuseum-leipzig,http://le-online.de/place/saechsischesapothekenmuseumleipzig,"Adresse(Thomaskirchhof 12,04109,Leipzig)",Point(12.372853 51.3388267)
http://le-online.de/place/1039,http://le-online.de/place/saechsisches-psychiatriemuseum,http://le-online.de/place/saechsischespsychiatriemuseum,"Adresse(Friesenstr. 7,04177,Leipzig)",Point(12.3295204 51.34091)
http://le-online.de/place/1040,http://le-online.de/place/saechsisches-staatsarchiv-leipzig,http://le-online.de/place/saechsischesstaatsarchivleipzig,"Adresse(Schongauer Str. 1,04329,Leipzig)",Point(12.473399 51.3456877)
http://le-online.de/place/1041,http://le-online.de/place/schillerhaus-leipzig---gohlis,http://le-online.de/place/schillerhausleipziggohlis,"Adresse(Menckestr. 42,04155,Leipzig)",Point(12.3628899 51.3587831)
http://le-online.de/place/1042,http://le-online.de/place/sparkassenmuseum-der-sparkasse-leipzig,http://le-online.de/place/sparkassenmuseumdersparkasseleipzig,"Adresse(Schillerstr. 4 ,04109,Leipzig)",Point(12.3765352 51.3371268)
http://le-online.de/place/1043,http://le-online.de/place/stadtarchiv-leipzig,http://le-online.de/place/stadtarchivleipzig,"Adresse(Torgauer Str. 74,04318,Leipzig)",Point(12.4203403 51.3475035)
http://le-online.de/place/1044,http://le-online.de/place/stadtgeschichtliches-museum-leipzig---neubau,http://le-online.de/place/stadtgeschichtlichesmuseumleipzigneubau,"Adresse(Böttchergäßchen 3,04109,Leipzig)",Point(12.37643 51.34183)
http://le-online.de/place/1045,http://le-online.de/place/voelkerkundemuseum-zu-leipzig-im-grassi,http://le-online.de/place/voelkerkundemuseumzuleipzigimgrassi,"Adresse(Johannisplatz 5-11,04103,Leipzig)",Point(12.3878496 51.3369175)
http://le-online.de/place/1047,http://le-online.de/place/zeitgeschichtliches-forum-leipzig,http://le-online.de/place/zeitgeschichtlichesforumleipzig,"Adresse(Grimmaische Str. 6,04109,Leipzig)",Point(12.3756999 51.3400001)
http://le-online.de/place/1048,http://le-online.de/place/aktive-senioren-leipzig-e.v.,http://le-online.de/place/aktiveseniorenleipzigev,"Adresse(Döllingstr. 31,04328,Leipzig)",Point(12.45101 51.34775)
http://le-online.de/place/1049,http://le-online.de/place/am-viadukt,http://le-online.de/place/amviadukt,"Adresse(Horst-Heilmann-Str. 4,04159,Leipzig)",Point(12.3304804 51.3735073)
http://le-online.de/place/1050,http://le-online.de/place/begegnungsstaette-der-wogetra,http://le-online.de/place/begegnungsstaettederwogetra,"Adresse(Johannisplatz 2,04103,Leipzig)",Point(12.38578 51.33883)
http://le-online.de/place/1051,http://le-online.de/place/begegnungszentrum-im-gruenen-(big),http://le-online.de/place/begegnungszentrumimgruenenbig,"Adresse(Breisgaustr. 53,04209,Leipzig)",Point(12.2860732 51.3171148)
http://le-online.de/place/1052,http://le-online.de/place/begegnungszentrum-wiederitzsch,http://le-online.de/place/begegnungszentrumwiederitzsch,"Adresse(Delitzscher Landstr. 38,04158,Leipzig - Wiederitzsch)",Point(12.3770428 51.391676)
http://le-online.de/place/1053,http://le-online.de/place/durchblick-e.v.,http://le-online.de/place/durchblickev,"Adresse(Friesenstr. 7,04177,Leipzig)",Point(12.3295204 51.34091)
http://le-online.de/place/1054,http://le-online.de/place/haus-des-hoerens,http://le-online.de/place/hausdeshoerens,"Adresse(Dresdner Str. 78,04317,Leipzig)",Point(12.4048933 51.3373866)
http://le-online.de/place/1055,http://le-online.de/place/haus-leben-leipzig,http://le-online.de/place/hauslebenleipzig,"Adresse(Friesenstr. 8,04177,Leipzig)",Point(12.330197 51.3416972)
http://le-online.de/place/1056,http://le-online.de/place/haus-ohne-barrieren---villa-davignon,http://le-online.de/place/hausohnebarrierenvilladavignon,"Adresse(Friedrich-Ebert-Str. 77,04109,Leipzig)",Point(12.360121 51.3404415)
http://le-online.de/place/1057,http://le-online.de/place/heinrich-budde-haus,http://le-online.de/place/heinrichbuddehaus,"Adresse(Lützowstr. 19,04157,Leipzig)",Point(12.3737799 51.3637858)
http://le-online.de/place/1058,http://le-online.de/place/kaenguruh---suchtkontakt,http://le-online.de/place/kaenguruhsuchtkontakt,"Adresse(Beethovenstr. 21,04107,Leipzig)",Point(12.3665364 51.3318245)
http://le-online.de/place/1059,http://le-online.de/place/kulturhaus-grosse-eiche,http://le-online.de/place/kulturhausgrosseeiche,"Adresse(Leipziger Str. 81,04178,Leipzig)",Point(12.29024 51.35957)
http://le-online.de/place/1060,http://le-online.de/place/messemagistrale---stadtteilzentrum,http://le-online.de/place/messemagistralestadtteilzentrum,"Adresse(Straße des 18. Oktober 10 a,04103,Leipzig)",Point(12.3860176 51.326756)
http://le-online.de/place/1061,http://le-online.de/place/muetterzentrum---gruenau,http://le-online.de/place/muetterzentrumgruenau,"Adresse(Potschkaustr. 50,04209,Leipzig)",Point(12.28215 51.31373)
http://le-online.de/place/1062,http://le-online.de/place/muetterzentrum---paunsdorf,http://le-online.de/place/muetterzentrumpaunsdorf,"Adresse(Wiesenstr. 20,04329,Leipzig)",Point(12.4652065 51.3571744)
http://le-online.de/place/1063,http://le-online.de/place/muetterzentrum---thekla,http://le-online.de/place/muetterzentrumthekla,"Adresse(Klingenthaler Str. 14 a,04349,Leipzig)",Point(12.43335 51.37626)
http://le-online.de/place/1064,http://le-online.de/place/muetterzentrum---treffpunkt-linde,http://le-online.de/place/muetterzentrumtreffpunktlinde,"Adresse(Walter-Heinze-Str. 22 HH,04229,Leipzig)",Point(12.3358107 51.3300747)
http://le-online.de/place/1065,http://le-online.de/place/philippus-leipzig,http://le-online.de/place/philippusleipzig,"Adresse(Aurelienstr. 54,04177,Leipzig)",Point(12.329374 51.3319365)
http://le-online.de/place/1066,http://le-online.de/place/seniorenbuero-stadtbezirk-alt-west,http://le-online.de/place/seniorenbuerostadtbezirkaltwest,"Adresse(Saalfelder Str. 12,04179,Leipzig)",Point(12.3186878 51.3324153)
http://le-online.de/place/1067,http://le-online.de/place/seniorenbuero-stadtbezirk-mitte,http://le-online.de/place/seniorenbuerostadtbezirkmitte,"Adresse(Johannisplatz 2,04103,Leipzig)",Point(12.38578 51.33883)
http://le-online.de/place/1068,http://le-online.de/place/seniorenbuero-stadtbezirk-nordost,http://le-online.de/place/seniorenbuerostadtbezirknordost,"Adresse(Kieler Str. 63-65,04357,Leipzig)",Point(12.4161292 51.3752426)
http://le-online.de/place/1069,http://le-online.de/place/seniorenbuero-stadtbezirk-nordwest,http://le-online.de/place/seniorenbuerostadtbezirknordwest,"Adresse(Horst-Heilmann-Str. 4,04159,Leipzig)",Point(12.3304804 51.3735073)
http://le-online.de/place/1070,http://le-online.de/place/seniorenbuero-stadtbezirk-sued,http://le-online.de/place/seniorenbuerostadtbezirksued,"Adresse(Prinz-Eugen-Str. 1,04277,Leipzig)",Point(12.37437 51.30352)
http://le-online.de/place/1071,http://le-online.de/place/seniorenbuero-stadtbezirk-suedost,http://le-online.de/place/seniorenbuerostadtbezirksuedost,"Adresse(Stötteritzer Str. 28,04317,Leipzig)",Point(12.4067662 51.3260534)
http://le-online.de/place/1072,http://le-online.de/place/seniorenwohnpark-connewitz,http://le-online.de/place/seniorenwohnparkconnewitz,"Adresse(Biedermannstr. 40,04277,Leipzig)",Point(12.3767469 51.3068053)
http://le-online.de/place/1073,http://le-online.de/place/tageszentrum-vielfalt-mit-theater-ahnungslos,http://le-online.de/place/tageszentrumvielfaltmittheaterahnungslos,"Adresse(Oberdorfstr. 15,04299,Leipzig)",Point(12.42415 51.32174)
http://le-online.de/place/1074,http://le-online.de/place/vereinshaus-wasser-stadt-leipzig-e.v.,http://le-online.de/place/vereinshauswasserstadtleipzigev,"Adresse(Industriestr. 72 - 76,04229,Leipzig)",Point(12.3335239 51.3280481)
http://le-online.de/place/1075,http://le-online.de/place/zur-mockauer-post,http://le-online.de/place/zurmockauerpost,"Adresse(Kieler Str. 63-65,04357,Leipzig)",Point(12.4161292 51.3752426)
http://le-online.de/place/1076,http://le-online.de/place/deutsches-literaturinstitut-leipzig,http://le-online.de/place/deutschesliteraturinstitutleipzig,"Adresse(Wächterstr. 34,04107,Leipzig)",Point(12.36754 51.33381)
http://le-online.de/place/1077,http://le-online.de/place/geistes--und-sozialwissenschaftliche-fakultaet-der-universitaet-leipzig,http://le-online.de/place/geistesundsozialwissenschaftlichefakultaetderuniversitaetleipzig,"Adresse(Johannisgasse 26,04103,Leipzig)",Point(12.3854596 51.3370498)
http://le-online.de/place/1080,http://le-online.de/place/hochschule-fuer-musik-und-theater-felix-mendelssohn-bartholdy-leipzig,http://le-online.de/place/hochschulefuermusikundtheaterfelixmendelssohnbartholdyleipzig,"Adresse(Grassistr. 8 ,04107,Leipzig)",Point(12.36693 51.33209)
http://le-online.de/place/1081,http://le-online.de/place/hochschule-fuer-telekommunikation-leipzig,http://le-online.de/place/hochschulefuertelekommunikationleipzig,"Adresse(Gustav-Freytag-Str. 43-45,04277,Leipzig)",Point(12.37492 51.31287)
http://le-online.de/place/1082,http://le-online.de/place/institut-fuer-informatik-und-rechenzentrum---interim,http://le-online.de/place/institutfuerinformatikundrechenzentruminterim,"Adresse(Johannisgasse 26,04103,Leipzig)",Point(12.3854596 51.3370498)
http://le-online.de/place/1084,http://le-online.de/place/polygrafische-technik-(fb),http://le-online.de/place/polygrafischetechnikfb,"Adresse(Gutenbergplatz 2-4,04103,Leipzig)",Point(12.3930146 51.3367101)
http://le-online.de/place/1085,http://le-online.de/place/rechtswissenschaftliche-fakultaet,http://le-online.de/place/rechtswissenschaftlichefakultaet,"Adresse(Burgstr. 27 ,04109,Leipzig)",Point(12.3736356 51.3376842)
http://le-online.de/place/1086,http://le-online.de/place/sportwissenschaftliche-fakultaet,http://le-online.de/place/sportwissenschaftlichefakultaet,"Adresse(Jahnallee 59,04109,Leipzig)",Point(12.34965 51.33971)
